47,4,architecture-engineering,Kien truc & Ky thuat,17,Coteccons,Coteccons,"Cong ty xay dung hang dau. Tuyen ky su kien truc, co dien.",Construction & Engineering,enterprise,Nationwide,https://coteccons.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Coteccons&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Coteccons,https://www.topcv.vn/viec-lam?keyword=Coteccons,https://itviec.com/it-jobs?query=Coteccons,,https://vn.indeed.com/jobs?q=Coteccons,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
48,4,architecture-engineering,Kien truc & Ky thuat,17,Hoa Binh Construction,Tập đoàn Xây dựng Hòa Bình,"Cong ty xay dung lon. Ky su ket cau, du toan, giam sat cong trinh.",Construction,enterprise,Nationwide,https://hoacom.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Hoa+Binh+Construction&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Hoa+Binh+Construction,https://www.topcv.vn/viec-lam?keyword=Hoa+Binh+Construction,https://itviec.com/it-jobs?query=Hoa+Binh+Construction,,https://vn.indeed.com/jobs?q=Hoa+Binh+Construction,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
49,4,architecture-engineering,Kien truc & Ky thuat,17,Novaland,Novaland,"BDS cao cap. Tuyen ky su xay dung, kiem soat chat luong.",Real Estate,enterprise,HCM,https://novaland.com.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Novaland&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Novaland,https://www.topcv.vn/viec-lam?keyword=Novaland,https://itviec.com/it-jobs?query=Novaland,,https://vn.indeed.com/jobs?q=Novaland,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
50,4,architecture-engineering,Kien truc & Ky thuat,17,EVN (Electricity of Vietnam),EVN,"Tap doan dien luc quoc gia. Ky su dien, tu dong hoa, IT.",Energy,enterprise,Nationwide,,https://www.linkedin.com/jobs/search/?keywords=EVN+%28Electricity+of+Vietnam%29&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=EVN+%28Electricity+of+Vietnam%29,https://www.topcv.vn/viec-lam?keyword=EVN+%28Electricity+of+Vietnam%29,https://itviec.com/it-jobs?query=EVN+%28Electricity+of+Vietnam%29,,https://vn.indeed.com/jobs?q=EVN+%28Electricity+of+Vietnam%29,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
51,4,architecture-engineering,Kien truc & Ky thuat,17,Carrier Vietnam,Carrier Việt Nam,"Hang dieu hoa khong khi My. Ky su co dien lanh, bao tri.",HVAC,large,HCM / Hanoi,,https://www.linkedin.com/jobs/search/?keywords=Carrier+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Carrier+Vietnam,https://www.topcv.vn/viec-lam?keyword=Carrier+Vietnam,https://itviec.com/it-jobs?query=Carrier+Vietnam,,https://vn.indeed.com/jobs?q=Carrier+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
52,5,life-science,Khoa hoc tu nhien,19,Viettel High Tech,Viettel High Tech,"Nghien cuu cong nghe quoc phong. Tuyen ky su vat ly, hoa hoc, dien tu.",Defense Technology,enterprise,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=Viettel+High+Tech&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Viettel+High+Tech,https://www.topcv.vn/viec-lam?keyword=Viettel+High+Tech,https://itviec.com/it-jobs?query=Viettel+High+Tech,,https://vn.indeed.com/jobs?q=Viettel+High+Tech,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
53,5,life-science,Khoa hoc tu nhien,19,Syngenta Vietnam,Syngenta Việt Nam,"Cong ty nong hoa hang dau. Tuyen nghien cuu thuc vat, hoa nong.",Agriculture Science,large,HCM,https://www.syngenta.com/en/careers,https://www.linkedin.com/jobs/search/?keywords=Syngenta+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Syngenta+Vietnam,https://www.topcv.vn/viec-lam?keyword=Syngenta+Vietnam,https://itviec.com/it-jobs?query=Syngenta+Vietnam,,https://vn.indeed.com/jobs?q=Syngenta+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
54,5,life-science,Khoa hoc tu nhien,19,Bureau Veritas Vietnam,Bureau Veritas,Kiem dinh chat luong quoc te. Tuyen ky thuat vien phong thi nghiem.,Testing & Inspection,large,HCM / Hanoi,https://www.bureauveritas.com/careers,https://www.linkedin.com/jobs/search/?keywords=Bureau+Veritas+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Bureau+Veritas+Vietnam,https://www.topcv.vn/viec-lam?keyword=Bureau+Veritas+Vietnam,https://itviec.com/it-jobs?query=Bureau+Veritas+Vietnam,,https://vn.indeed.com/jobs?q=Bureau+Veritas+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
55,5,life-science,Khoa hoc tu nhien,19,Viện Hàn lâm KH&CN Việt Nam,VAST,Vien nghien cuu khoa hoc quoc gia. Tuyen nghien cuu sinh vien tiến sĩ.,Research,enterprise,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=Vi%E1%BB%87n+H%C3%A0n+l%C3%A2m+KH%26CN+Vi%E1%BB%87t+Nam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Vi%E1%BB%87n+H%C3%A0n+l%C3%A2m+KH%26CN+Vi%E1%BB%87t+Nam,https://www.topcv.vn/viec-lam?keyword=Vi%E1%BB%87n+H%C3%A0n+l%C3%A2m+KH%26CN+Vi%E1%BB%87t+Nam,https://itviec.com/it-jobs?query=Vi%E1%BB%87n+H%C3%A0n+l%C3%A2m+KH%26CN+Vi%E1%BB%87t+Nam,,https://vn.indeed.com/jobs?q=Vi%E1%BB%87n+H%C3%A0n+l%C3%A2m+KH%26CN+Vi%E1%BB%87t+Nam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
56,6,community-social,Dich vu cong dong,21,UNICEF Vietnam,UNICEF Việt Nam,"To chuc quoc te ve tre em. Tuyen chuyen gia xa hoi, truyen thong.",International NGO,large,Hanoi,https://www.unicef.org/vietnam/careers,https://www.linkedin.com/jobs/search/?keywords=UNICEF+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=UNICEF+Vietnam,https://www.topcv.vn/viec-lam?keyword=UNICEF+Vietnam,https://itviec.com/it-jobs?query=UNICEF+Vietnam,,https://vn.indeed.com/jobs?q=UNICEF+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
57,6,community-social,Dich vu cong dong,21,Save the Children Vietnam,Save the Children,"NGO te tre em. Cong tac xa hoi, giao duc, y te cong dong.",NGO,large,Hanoi / Da Nang,https://www.savethechildren.net/careers,https://www.linkedin.com/jobs/search/?keywords=Save+the+Children+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Save+the+Children+Vietnam,https://www.topcv.vn/viec-lam?keyword=Save+the+Children+Vietnam,https://itviec.com/it-jobs?query=Save+the+Children+Vietnam,,https://vn.indeed.com/jobs?q=Save+the+Children+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
58,6,community-social,Dich vu cong dong,21,World Vision Vietnam,World Vision Việt Nam,"NGO phat trien cong dong. Tuyen chuyen vien xa hoi, du an.",NGO,large,Nationwide,https://www.worldvision.org.vn/careers,https://www.linkedin.com/jobs/search/?keywords=World+Vision+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=World+Vision+Vietnam,https://www.topcv.vn/viec-lam?keyword=World+Vision+Vietnam,https://itviec.com/it-jobs?query=World+Vision+Vietnam,,https://vn.indeed.com/jobs?q=World+Vision+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
59,6,community-social,Dich vu cong dong,21,Plan International Vietnam,Plan International,"To chuc quyen tre em va binh dang gioi. Tuyen du an, chuyen gia.",NGO,large,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=Plan+International+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Plan+International+Vietnam,https://www.topcv.vn/viec-lam?keyword=Plan+International+Vietnam,https://itviec.com/it-jobs?query=Plan+International+Vietnam,,https://vn.indeed.com/jobs?q=Plan+International+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
60,7,legal,Phap ly,23,Baker McKenzie Vietnam,Baker McKenzie,"Cong ty luat quoc te. Tuyen luat su thuong mai, M&A, FDI.",Law Firm,large,HCM / Hanoi,https://www.bakermckenzie.com/en/careers,https://www.linkedin.com/jobs/search/?keywords=Baker+McKenzie+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Baker+McKenzie+Vietnam,https://www.topcv.vn/viec-lam?keyword=Baker+McKenzie+Vietnam,https://itviec.com/it-jobs?query=Baker+McKenzie+Vietnam,,https://vn.indeed.com/jobs?q=Baker+McKenzie+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
61,7,legal,Phap ly,23,Allens (Linklaters Vietnam),Linklaters,"Cong ty luat My-Uc. Tap trung FDI, nang luong, M&A.",Law Firm,large,HCM,,https://www.linkedin.com/jobs/search/?keywords=Allens+%28Linklaters+Vietnam%29&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Allens+%28Linklaters+Vietnam%29,https://www.topcv.vn/viec-lam?keyword=Allens+%28Linklaters+Vietnam%29,https://itviec.com/it-jobs?query=Allens+%28Linklaters+Vietnam%29,,https://vn.indeed.com/jobs?q=Allens+%28Linklaters+Vietnam%29,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
62,7,legal,Phap ly,23,Indochine Counsel,Indochine Counsel,"Cong ty luat noi dia hang dau. Thuong mai, dau tu, cong nghe.",Law Firm,SME,HCM / Hanoi,https://indochinecounsel.com/careers,https://www.linkedin.com/jobs/search/?keywords=Indochine+Counsel&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Indochine+Counsel,https://www.topcv.vn/viec-lam?keyword=Indochine+Counsel,https://itviec.com/it-jobs?query=Indochine+Counsel,,https://vn.indeed.com/jobs?q=Indochine+Counsel,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
63,7,legal,Phap ly,23,HSBC Vietnam Legal,HSBC Legal,"Phong phap ly ngan hang HSBC. AML, KYC, compliance.",Banking Legal,enterprise,HCM,,https://www.linkedin.com/jobs/search/?keywords=HSBC+Vietnam+Legal&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=HSBC+Vietnam+Legal,https://www.topcv.vn/viec-lam?keyword=HSBC+Vietnam+Legal,https://itviec.com/it-jobs?query=HSBC+Vietnam+Legal,,https://vn.indeed.com/jobs?q=HSBC+Vietnam+Legal,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
64,8,education,Giao duc,25,VUS Language Centers,VUS,He thong trung tam Anh ngu lon nhat. Tuyen giao vien cac cap.,Language Education,large,Nationwide,https://vus.edu.vn/careers,https://www.linkedin.com/jobs/search/?keywords=VUS+Language+Centers&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=VUS+Language+Centers,https://www.topcv.vn/viec-lam?keyword=VUS+Language+Centers,https://itviec.com/it-jobs?query=VUS+Language+Centers,,https://vn.indeed.com/jobs?q=VUS+Language+Centers,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
65,8,education,Giao duc,25,IVY School System,Trường IVY,He thong truong tu thuc chat luong cao. Giao vien cac mon.,K-12 Education,large,HCM / Hanoi,,https://www.linkedin.com/jobs/search/?keywords=IVY+School+System&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=IVY+School+System,https://www.topcv.vn/viec-lam?keyword=IVY+School+System,https://itviec.com/it-jobs?query=IVY+School+System,,https://vn.indeed.com/jobs?q=IVY+School+System,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
66,8,education,Giao duc,25,RMIT University Vietnam,Đại học RMIT Việt Nam,"Dai hoc Uc. Tuyen giang vien, nghien cuu vien cac linh vuc.",Higher Education,large,HCM / Hanoi,https://www.rmit.edu.vn/careers,https://www.linkedin.com/jobs/search/?keywords=RMIT+University+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=RMIT+University+Vietnam,https://www.topcv.vn/viec-lam?keyword=RMIT+University+Vietnam,https://itviec.com/it-jobs?query=RMIT+University+Vietnam,,https://vn.indeed.com/jobs?q=RMIT+University+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
67,8,education,Giao duc,25,Topica Edtech Group,Topica,"Giao duc truc tuyen hang dau. Tuyen giang vien, chuyen gia noi dung.",EdTech,large,Hanoi / HCM,https://topica.net/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Topica+Edtech+Group&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Topica+Edtech+Group,https://www.topcv.vn/viec-lam?keyword=Topica+Edtech+Group,https://itviec.com/it-jobs?query=Topica+Edtech+Group,,https://vn.indeed.com/jobs?q=Topica+Edtech+Group,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
68,8,education,Giao duc,25,British Council Vietnam,Hội đồng Anh,To chuc van hoa Anh. Tuyen giang vien tieng Anh va quan ly.,Cultural Education,large,HCM / Hanoi,https://www.britishcouncil.vn/careers,https://www.linkedin.com/jobs/search/?keywords=British+Council+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=British+Council+Vietnam,https://www.topcv.vn/viec-lam?keyword=British+Council+Vietnam,https://itviec.com/it-jobs?query=British+Council+Vietnam,,https://vn.indeed.com/jobs?q=British+Council+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
69,9,arts-media,Nghe thuat & Truyen thong,27,VCCorp,VCCorp,"Cong ty truyen thong lon (Dân Trí, Soha). Tuyen designer, content.",Media & Technology,large,Hanoi,https://vccorp.vn/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=VCCorp&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=VCCorp,https://www.topcv.vn/viec-lam?keyword=VCCorp,https://itviec.com/it-jobs?query=VCCorp,,https://vn.indeed.com/jobs?q=VCCorp,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
70,9,arts-media,Nghe thuat & Truyen thong,27,VTV Digital,VTV Digital,"Dai truyen hinh quoc gia. Tuyen bien tap vien, ky thuat truyen hinh.",Broadcasting,large,Hanoi,,https://www.linkedin.com/jobs/search/?keywords=VTV+Digital&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=VTV+Digital,https://www.topcv.vn/viec-lam?keyword=VTV+Digital,https://itviec.com/it-jobs?query=VTV+Digital,,https://vn.indeed.com/jobs?q=VTV+Digital,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
71,9,arts-media,Nghe thuat & Truyen thong,27,Dentsu Vietnam,Dentsu Việt Nam,"Agency quang cao quoc te. Tuyen creative, account, digital marketing.",Advertising,large,HCM,https://www.dentsu.com/careers,https://www.linkedin.com/jobs/search/?keywords=Dentsu+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Dentsu+Vietnam,https://www.topcv.vn/viec-lam?keyword=Dentsu+Vietnam,https://itviec.com/it-jobs?query=Dentsu+Vietnam,,https://vn.indeed.com/jobs?q=Dentsu+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
72,9,arts-media,Nghe thuat & Truyen thong,27,Ogilvy Vietnam,Ogilvy Vietnam,"Agency quang cao lon. Creative director, copywriter, designer.",Advertising,large,HCM,https://www.ogilvy.com/talent,https://www.linkedin.com/jobs/search/?keywords=Ogilvy+Vietnam&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Ogilvy+Vietnam,https://www.topcv.vn/viec-lam?keyword=Ogilvy+Vietnam,https://itviec.com/it-jobs?query=Ogilvy+Vietnam,,https://vn.indeed.com/jobs?q=Ogilvy+Vietnam,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
73,9,arts-media,Nghe thuat & Truyen thong,27,Canifa,Canifa,"Thuong hieu thoi trang Viet Nam. Tuyen designer thoi trang, visual.",Fashion Retail,large,Nationwide,https://canifa.com/tuyen-dung,https://www.linkedin.com/jobs/search/?keywords=Canifa&location=Vietnam,https://www.vietnamworks.com/viec-lam?keyword=Canifa,https://www.topcv.vn/viec-lam?keyword=Canifa,https://itviec.com/it-jobs?query=Canifa,,https://vn.indeed.com/jobs?q=Canifa,t,t,2026-04-28 09:43:56.175192+00,2026-04-28 14:37:30.358374+00
